latin	name	Type	blood	blood_reference	sputum	sputum_reference	CSF	CSF_reference	urine	urine_reference
Fusobacterium_russii	拉氏梭杆菌	bacteria	undetermined	undetermined	none	none	none	none	none	none
Fusobacterium_varium	可变梭杆菌	bacteria	undetermined	undetermined	none	none	none	none	none	none
Fusobacterium_ulcerans	溃疡梭杆菌	bacteria	undetermined	undetermined	none	none	none	none	none	none
Bifidobacterium_bifidum	两歧双歧杆菌	bacteria	none	none	none	none	none	none	none	none
Bifidobacterium_adolescentis	青春双歧杆菌	bacteria	none	none	none	none	none	none	none	none
Bifidobacterium_breve	短双歧杆菌	bacteria	none	none	none	none	none	none	none	none
Bifidobacterium_longum	长双歧杆菌	bacteria	none	none	none	none	none	none	none	none
Bifidobacterium_infantis	婴儿双歧杆菌	bacteria	none	none	none	none	none	none	none	none
Bifidobacterium_globosum	蜜蜂双歧杆菌	bacteria	none	none	none	none	none	none	none	none
Bifidobacterium_catenulatum	小链双歧杆菌	bacteria	none	none	none	none	none	none	none	none
Bifidobacterium_dentium	齿双歧杆菌	bacteria	可导致龋齿。	undetermined	none	none	none	none	none	none
Bifidobacterium_animalis	动物双歧杆菌	bacteria	none	none	none	none	none	none	none	none
Clostridium_tetani	破伤风梭菌	bacteria	是破伤风的病原菌。	undetermined	none	none	none	none	none	none
Clostridium_perfringens	产气荚膜梭菌	bacteria	是气性坏疽的主要病原菌，还可引起感染性食物中毒和坏死性肠炎。	undetermined	none	none	none	none	none	none
Clostridium_botulinum	肉毒梭菌	bacteria	是肉毒病的病原菌，可产生毒性极强的肉毒毒素，肉毒毒素具有嗜神经性，若摄入可导致神经末梢麻痹症状，严重者可因呼吸衰竭死亡。	undetermined	none	none	none	none	none	none
Clostridium_difficile	艰难梭菌	bacteria	是肠道中的正常菌群，也是假膜性肠炎的主要病原菌之一，还可引起气性坏疽、脑膜炎、肾盂肾炎、腹腔和阴道感染、菌血症等，是医院感染的重要病原菌之一。	undetermined	none	none	none	none	none	none
Clostridium_butyricum	丁酸梭菌	bacteria	none	none	none	none	none	none	none	none
Microbacterium_barkeri	巴士微杆菌	bacteria	none	none	none	none	none	none	none	none
Microbacterium_laevaniformans	产左聚糖微杆菌	bacteria	none	none	none	none	none	none	none	none
Acidovorax_temperans	温和食酸菌	bacteria	none	none	none	none	none	none	none	none
Delftia_acidovorans	代尔夫特食酸菌	bacteria	食酸戴尔福特菌是少见的潜在致病菌，针对免疫力低下人群可致菌血症、心内膜炎、眼部感染、急性化脓性中耳炎、尿路感染等。	Khan S, Sistla S, Dhodapkar R, et al. Fatal Delftia acidovorans infection in an immunocompetent patient with empyema. Asian Pac J Trop Biomed. 2012 Nov; 2(11): 923-4.	none	none	none	none	none	none
Acidovorax_ebreus	食酸菌	bacteria	undetermined	undetermined	none	none	none	none	none	none
Granulicatella_adiacens	毗邻颗粒链菌	bacteria	是口腔的共生菌群，该菌感染可引起菌血症、感染性心内膜炎、骨髓炎、关节炎等。	none	none	none	none	none	none	none
Granulicatella_elegans	苛养颗粒链菌	bacteria	是口腔的正常菌群，可引起感染性心内膜炎、菌血症等。	none	none	none	none	none	none	none
Streptomyces_auratus	金色链霉菌	bacteria	none	none	none	none	none	none	none	none
Streptomyces_roseoverticillatus	玫瑰轮丝链霉菌	bacteria	none	none	none	none	none	none	none	none
Brachybacterium_paraconglomeratum	副凝聚小短杆菌	bacteria	none	none	none	none	none	none	none	none
Brachybacterium_muris	小鼠小短杆菌	bacteria	none	none	none	none	none	none	none	none
Methylobacterium_mesophilicum	嗜中温甲基杆菌	bacteria	机会致病菌，通常发生在免疫缺陷个体中，可引起腹膜炎及脑膜炎等。	Dewar JW, Wagner KR. Peritonitis due to Methylobacterium mesophilicum complicating ambulatory peritoneal dialysis--British Columbia. Can Dis Wkly Rep. 1988 Dec 3;14(48): 217-9.	none	none	none	none	none	none
Methylobacterium_radiotolerans	耐辐射甲基杆菌	bacteria	none	none	none	none	none	none	none	none
Methylobacterium_extorquens	扭脱甲基杆菌	bacteria	none	none	none	none	none	none	none	none
Methylobacterium_populi	极甲基杆菌	bacteria	none	none	none	none	none	none	none	none
Bradyrhizobium_japonicum	大豆慢生根瘤菌	bacteria	none	none	none	none	none	none	none	none
Bradyrhizobium_liaoningense	辽宁慢生根瘤菌	bacteria	none	none	none	none	none	none	none	none
Novosphingobium_aromaticivorans	新鞘氨醇菌	bacteria	none	none	none	none	none	none	none	none
Novosphingobium_pentaromativorans	食五环物新鞘氨醇菌	bacteria	none	none	none	none	none	none	none	none
Novosphingobium_resinovorum	食树脂新鞘氨醇菌	bacteria	none	none	none	none	none	none	none	none
Deinococcus_wulumuqiensis	乌鲁木齐奇异球菌	bacteria	none	none	none	none	none	none	none	none
Deinococcus_geothermalis	热泉奇异球菌	bacteria	none	none	none	none	none	none	none	none
Deinococcus_ficus	无花果奇异球菌	bacteria	none	none	none	none	none	none	none	none
Weissella_hellenica	希腊魏氏菌	bacteria	none	none	none	none	none	none	none	none
Weissella_confusa	混淆魏氏菌	bacteria	可引起菌血症等。	none	none	none	none	none	none	none
Rothia_mucilaginosa	粘滑罗氏菌	bacteria	机会致病菌，是口腔和呼吸道正常菌群，少数情况下可导致免疫受损患者感染，引起菌血症、肺炎、心内膜炎、腹膜炎等。	De Escalante Yangüela B, Gracia Gutiérrez A, Gracia Tello B, et al. Bilateral bronchopneumonia due to Rothia mucilaginosa. An Sist Sanit Navar. 2017 Dec 29; 40(3): 479-483.	none	none	none	none	none	none
Rothia_dentocariosa	龋齿罗氏菌	bacteria	是口腔和呼吸道的正常菌群，最常见的感染是心内膜炎。	none	none	none	none	none	none	none
Selenomonas_sputigena	生痰新月形单胞菌	bacteria	可引起慢性牙周炎、菌血症等。	Pinon G, Grollier G, Romet-Lemonne JL, et al. Fatal Selenomonas sputigena septicemia probably originating from lung abscess. Eur J Clin Microbiol. 1985 Jun; 4(3): 343-4.	none	none	none	none	none	none
Selenomonas_infelix	损伤新月形单胞菌	bacteria	可引起菌血症和肺脓肿。	Bisiaux-Salauze B, Perez C, Sebald M, et al. Bacteremias caused by Selenomonas artemidis and Selenomonas infelix. J Clin Microbiol. 1990 Jan; 28(1): 140-2.	none	none	none	none	none	none
Thermomonas_brevis	短热单胞菌	bacteria	none	none	none	none	none	none	none	none
Thermomonas_fusca	茶色热单胞菌	bacteria	none	none	none	none	none	none	none	none
Sphingobium_herbicidovorans	食除草剂鞘氨醇菌	bacteria	none	none	none	none	none	none	none	none
Sphingobium_yanoikuyae	矢野口鞘氨醇菌	bacteria	none	none	none	none	none	none	none	none
Paracoccus_sphaerophysae	苦马豆副球菌	bacteria	none	none	none	none	none	none	none	none
Paracoccus_yeei	依氏副球菌	bacteria	有引起角膜炎、腹膜炎等的报道。	none	none	none	none	none	none	none
Atopobium_rimae	龈裂陌生菌	bacteria	none	none	none	none	none	none	none	none
Atopobium_parvulum	极小陌生菌	bacteria	none	none	none	none	none	none	none	none
Capnocytophaga_granulosa	颗粒二氧化碳噬纤维菌	bacteria	none	none	none	none	none	none	none	none
Capnocytophaga_gingivalis	牙龈二氧化碳嗜纤维菌	bacteria	none	none	none	none	none	none	none	none
Stenotrophomonas_rhizophila	嗜根寡养单胞菌	bacteria	none	none	none	none	none	none	none	none
Stenotrophomonas_maltophilia	嗜麦芽窄食单胞菌	bacteria	机会致病菌，主要引起院内感染，包括菌血症、脑膜炎、心内膜炎、腹膜炎、尿路感染、附睾炎、结膜炎、角膜炎、眼内炎以及广泛的皮肤黏膜和软组织感染，也可引起医源性败血症、肺炎等。	Furuichi M, Ito K, Miyairi I. Characteristics of Stenotrophomonas maltophilia bacteremia in children. Pediatr Int. 2016 Feb; 58(2): 113-8.	none	none	none	none	none	none
Brevundimonas_vesicularis	泡囊短波单胞菌	bacteria	可引起肺炎、败血症、皮肤炎症和坏死性蜂窝织炎等。	Lin CY, Chen YH. Bacteremia due to Brevundimonas vesicularis. J Microbiol Immunol Infect. 2013 Apr; 46(2): 143.	none	none	none	none	none	none
Brevundimonas_diminuta	缺陷短波单胞菌	bacteria	主要引起免疫力低下人群的感染，包括菌血症、腹膜炎、角膜炎等。	Cao H, Li M, Yang X, et al. Brevundimonas diminuta bacteremia in a man with myelodysplastic syndromes. Indian J Pathol Microbiol. 2015 Jul-Sep; 58(3): 384-6.	none	none	none	none	none	none
Gordonia_sputi	痰液戈登菌	bacteria	可引起菌血症、脑膜炎等。	Martín D, Barrios A, Domingo D, et al. Cerebrospinal fluid shunt-associated meningitis caused by Gordonia sputi: case report and review of the literature. Infez Med. 2017 Jun 1; 25(2): 174-178.	none	none	none	none	none	none
Gordonia_bronchialis	支气管戈登菌	bacteria	可在免疫受损机体中引起骨髓炎、腹膜炎、肺部感染和菌血症等。	Chang JH, Ji M, Hong HL, et al. Sternal Osteomyelitis Caused by Gordonia bronchialis after Open-Heart Surgery. Infect Chemother. 2014 Jun; 46(2): 110-4.	none	none	none	none	none	none
Leuconostoc_pseudomesenteroides	假肠膜明串珠菌	bacteria	在免疫功能低下患者中可引起血液感染。	Ino K, Nakase K, Suzuki K, et al. Bacteremia due to Leuconostoc pseudomesenteroides in a Patient with Acute Lymphoblastic Leukemia: Case Report and Review of the Literature. Case Rep Hematol. 2016; 2016: 7648628.	none	none	none	none	none	none
Leuconostoc_fallax	落叶明串珠菌	bacteria	none	none	none	none	none	none	none	none
Kocuria_rhizophila	嗜根考克氏菌	bacteria	none	none	none	none	none	none	none	none
Kocuria_palustris	沼泽考克氏菌	bacteria	none	none	none	none	none	none	none	none
Eikenella_corrodens	啮蚀艾肯菌	bacteria	是人类口腔和上呼吸道的共生菌，可引起口腔和牙周感染、心内膜炎、腹膜炎等。	Millán Díaz B, González Tabarés L, Cobelo Casas C, et al. Eikenella corrodens and Prevotella oralis peritonitis in patients on peritoneal dialysis. Nefrologia. 2018 May - Jun; 38(3): 341-342.	none	none	none	none	none	none
Dolosigranulum_pigrum	懒惰狡诈球菌	bacteria	可引起上呼吸道感染、医院获得性肺炎、关节炎和败血症等。	Lécuyer H, Audibert J, Bobigny A, et al. Dolosigranulum pigrum causing nosocomial pneumonia and septicemia. J Clin Microbiol. 2007 Oct; 45(10): 3474-5.	none	none	none	none	none	none
Massilia_timonae	蒂莫内马赛菌	bacteria	可引起眼部感染，如术后慢性眼内炎、角膜脓肿等。	Chiquet C, Boisset S, Pechinot A, et al. Massilia timonae as cause of chronic endophthalmitis following cataract surgery. J Cataract Refract Surg. 2015 Aug; 41(8): 1778-80.	none	none	none	none	none	none
Janibacter_hoylei	霍伊尔降解菌	bacteria	一般只能从上层大气样品中分离到，但有其引起新生儿菌血症的报道。	Pawar SP, Dhotre DP, Shetty SA. Genome sequence of Janibacter hoylei MTCC8307, isolated from the stratospheric air. J Bacteriol. 2012 Dec; 194(23): 6629-30.	none	none	none	none	none	none
Citrobacter_freundii	弗氏柠檬酸杆菌	bacteria	是正常肠道菌群组成成分，少数菌株与院内机会性感染有关，可引起免疫缺陷患者的呼吸道、泌尿道和血液感染。	Whalen JG, Mully TW, English JC 3rd. Spontaneous Citrobacter freundii infection in an immunocompetent patient. Arch Dermatol. 2007 Jan; 143(1): 124-5.	none	none	none	none	none	none
Comamonas_testosteroni	睾丸酮丛毛单胞菌	bacteria	睾丸酮丛毛单胞菌为机会致病菌，可引起呼吸道感染、腹膜炎、菌血症等。	Hung YM, Chang YT, Kao CH. Polymicrobial Bacteremia Involving Comamonas testosteroni in a Patient on Dialysis With Acute Appendicitis. Ther Apher Dial. 2017 Dec; 21(6): 637-638.	none	none	none	none	none	none
Lautropia_mirabilis	奇异劳特罗普氏菌	bacteria	常见于口腔和上呼吸道，可能与免疫低下患者感染有关，可从HIV患者的口腔与囊性纤维化患者的痰液中分离出。	Rossmann SN, Wilson PH, Hicks J, et al. Isolation of Lautropia mirabilis from oral cavities of human immunodeficiency virus-infected children. J Clin Microbiol. 1998 Jun; 36(6): 1756-60.	none	none	none	none	none	none
Cardiobacterium_hominis	人类心杆菌	bacteria	人类心杆菌是口腔和呼吸道上部的常见细菌，较少引起疾病，偶可引起心内膜炎。	Malani AN, Aronoff DM, Bradley SF, et al. Cardiobacterium hominis endocarditis: Two cases and a review of the literature. Eur J Clin Microbiol Infect Dis. 2006 Sep; 25(9): 587-95.	none	none	none	none	none	none
Abiotrophia_defectiva	软弱贫养菌	bacteria	可引起心内膜炎和菌血症。	Mouyis K, Metaxa S, Missouris C. Abiotrophia defectiva Endocarditis Complicated by Ventricular Tachycardia. J Heart Valve Dis. 2016 Jan; 25(1): 114-115.	none	none	none	none	none	none
Psychrobacter_immobilis	静止嗜冷杆菌	bacteria	有引起眼部感染和脑膜炎的报道。	Lloyd-Puryear M, Wallace D, Baldwin T, et al. Meningitis caused by Psychrobacter  immobilis in an infant. J Clin Microbiol. 1991 Sep; 29(9): 2041-2.	none	none	none	none	none	none
Ralstonia_mannitolilytica	解甘露醇罗尔斯通菌	bacteria	机会致病菌，主要与院内获得性感染有关，可引起败血症、肺炎、腹膜炎等。	Souza DC, Palmeiro JK, Maestri AC, et al. Ralstonia mannitolilytica bacteremia in a neonatal intensive care unit. Rev Soc Bras Med Trop. 2018 Sep-Oct; 51(5): 709-711.	none	none	none	none	none	none
Tropheryma_whipplei	惠普尔养障体	bacteria	是引起惠普尔病的病原体。惠普尔病是一种少见、慢性、复发性累及多系统的全身感染性疾病，惠普尔病临床表现多种多样且无特异性，包括前驱期多发性关节炎、疲劳、体重减轻和贫血；接着发展为腹痛、腹胀、脂肪泻综合症和恶病质；其他临床表现包括心内膜炎、心肌炎、心包炎和神经系统病症等。	Fenollar F, Lagier JC, Raoult D. Tropheryma whipplei and Whipple's disease. J Infect. 2014 Aug; 69(2): 103-12.	none	none	none	none	none	none
Kluyvera_ascorbata	抗坏血酸克吕沃尔菌	bacteria	可引起菌血症、尿路感染、胆囊炎等。	Isozaki A, Shirai K, Mimura S, et al. A case of urinary tract infection caused by Kluyvera ascorbata in an infant: case report and review of the literature. J Infect Chemother. 2010 Dec; 16(6): 436-8.	none	none	none	none	none	none
Nocardiopsis_dassonvillei	达氏拟诺卡氏菌	bacteria	偶有引起皮肤、眼部、肺部感染的报道。	Mordarska H, Zakrzewska-Czerwiñska J, Paściak M, et al. Rare, suppurative pulmonary infection caused by Nocardiopsis dassonvillei recognized by glycolipid markers. FEMS Immunol Med Microbiol. 1998 May;21(1):47-55.	none	none	none	none	none	none
Halomonas_stevensii	斯氏嗜盐单胞菌	bacteria	斯氏嗜盐单胞菌可从透析患者及其周围环境中分离，具有潜在的致病性。	Stevens DA, Hamilton JR, Johnson N, et al. Halomonas, a newly recognized human pathogen causing infections and contamination in a dialysis center: three new species. Medicine (Baltimore). 2009 Jul; 88(4): 244-9.	none	none	none	none	none	none
Pseudoramibacter_alactolyticus	非乳解假支杆菌	bacteria	是一种常见的牙髓致病菌。	Siqueira JF Jr, Rôças IN. Pseudoramibacter alactolyticus in primary endodontic infections. J Endod. 2003 Nov; 29(11): 735-8.	none	none	none	none	none	none
Kluyvera_intermedia	中间克鲁瓦氏菌	bacteria	none	none	none	none	none	none	none	none
Empedobacter_falsenii	稳杆菌	bacteria	none	none	none	none	none	none	none	none
Leuconostoc_kimchii	朝鲜泡菜明串珠菌	bacteria	none	none	none	none	none	none	none	none
Zymobacter_palmae	棕榈发酵杆菌	bacteria	none	none	none	none	none	none	none	none
Knoellia_flava	黄色诺尔氏菌	bacteria	none	none	none	none	none	none	none	none
